Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,Distance,Att_rate
27,No,Travel_Rarely,Sales,8,4,Marketing,1,2,Female,Sales Executive,Married,6214,1,No,18,8,3,8,7,0,7,18-28,Very nearby,0
37,No,Travel_Rarely,Research & Development,5,2,Medical,1,4,Male,Manufacturing Director,Divorced,6347,7,No,16,8,2,6,2,0,4,29-38,Very nearby,0
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3,Male,Research Director,Divorced,11510,0,Yes,14,12,3,11,10,2,9,39-48,nearby,0
31,No,Travel_Rarely,Research & Development,7,4,Medical,1,3,Female,Manufacturing Director,Single,7143,1,Yes,14,11,2,11,9,4,10,29-38,Very nearby,0
29,No,Travel_Rarely,Sales,10,1,Marketing,1,4,Female,Sales Executive,Divorced,8268,1,Yes,14,7,3,7,7,1,7,29-38,nearby,0
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,3,Male,Manufacturing Director,Single,8095,0,No,13,17,3,16,6,0,13,29-38,Very nearby,0
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,3,Male,Research Scientist,Divorced,2904,1,No,12,4,2,4,2,0,2,18-28,far,0
41,No,Travel_Rarely,Research & Development,6,3,Medical,1,4,Male,Manufacturing Director,Single,6032,6,Yes,15,8,3,5,4,1,2,39-48,Very nearby,0
47,No,Travel_Frequently,Sales,4,1,Medical,1,2,Male,Sales Representative,Single,2976,3,No,19,5,3,0,0,0,0,39-48,Very nearby,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,1,Female,Research Director,Single,15992,2,No,14,16,3,1,0,0,0,39-48,far,0
29,No,Non-Travel,Sales,2,3,Life Sciences,1,4,Male,Sales Executive,Married,4649,1,No,14,4,2,4,3,0,2,29-38,Very nearby,0
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,1,3,Male,Human Resources,Divorced,2696,0,Yes,11,4,3,3,2,1,0,39-48,Very nearby,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,1,3,Female,Laboratory Technician,Married,2370,1,No,13,8,3,8,0,0,7,29-38,Very nearby,0
48,No,Travel_Rarely,Sales,29,1,Medical,1,1,Female,Manager,Married,12504,3,No,21,15,1,0,0,0,0,49-58,very far,0
37,No,Travel_Rarely,Research & Development,6,3,Medical,1,3,Male,Research Scientist,Divorced,5974,4,Yes,13,13,3,7,7,6,7,29-38,Very nearby,0
30,No,Non-Travel,Sales,25,2,Technical Degree,1,4,Female,Sales Executive,Married,4736,7,Yes,12,4,4,2,2,2,2,29-38,far,0
26,No,Travel_Rarely,Sales,1,3,Life Sciences,1,3,Male,Sales Executive,Married,5296,1,No,17,8,3,8,7,7,7,18-28,Very nearby,0
42,No,Travel_Rarely,Research & Development,2,4,Other,1,1,Male,Healthcare Representative,Single,6781,3,No,23,14,3,1,0,0,0,39-48,Very nearby,0
21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,1,Female,Sales Representative,Single,2174,1,Yes,11,3,3,3,2,1,2,18-28,Very nearby,1
36,No,Non-Travel,Sales,1,5,Medical,1,4,Female,Sales Executive,Single,6653,4,No,15,7,3,1,0,0,0,29-38,Very nearby,0
36,No,Travel_Frequently,Sales,3,4,Medical,1,1,Male,Sales Executive,Married,9699,4,No,11,16,3,13,9,1,12,29-38,Very nearby,0
57,No,Travel_Rarely,Research & Development,1,4,Medical,1,4,Male,Healthcare Representative,Married,6755,2,No,11,15,3,3,2,1,2,49-58,Very nearby,0
40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,4,Female,Laboratory Technician,Married,2213,3,Yes,13,10,3,7,7,1,7,39-48,nearby,0
21,No,Non-Travel,Sales,9,2,Medical,1,1,Male,Sales Representative,Single,2610,1,No,24,3,2,3,2,2,2,18-28,nearby,0
33,Yes,Travel_Rarely,Sales,5,3,Marketing,1,4,Female,Sales Representative,Single,2851,1,Yes,13,1,3,1,0,0,0,29-38,Very nearby,1
37,No,Travel_Rarely,Research & Development,10,3,Medical,1,3,Female,Laboratory Technician,Married,3452,6,No,20,17,3,5,4,0,3,29-38,nearby,0
46,No,Non-Travel,Research & Development,7,4,Medical,1,3,Female,Manufacturing Director,Married,5258,2,No,14,7,4,1,0,0,0,39-48,Very nearby,0
41,Yes,Travel_Frequently,Sales,4,3,Marketing,1,1,Male,Sales Executive,Single,9355,1,No,18,8,3,8,7,7,7,39-48,Very nearby,1
50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,4,Male,Healthcare Representative,Single,10496,6,No,15,20,3,4,3,1,3,49-58,nearby,0
40,Yes,Travel_Rarely,Sales,22,2,Marketing,1,3,Male,Sales Executive,Married,6380,2,Yes,12,8,3,6,4,1,0,39-48,far,1
31,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3,Male,Research Scientist,Single,2657,0,Yes,16,3,3,2,2,2,2,29-38,nearby,0
21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,1,3,Female,Sales Representative,Single,2716,1,No,15,1,3,1,0,0,0,18-28,nearby,1
29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,4,Male,Research Scientist,Single,2201,9,No,16,6,3,3,2,1,2,29-38,far,0
35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3,Male,Healthcare Representative,Single,6540,9,No,19,10,3,1,1,0,0,29-38,nearby,0
27,No,Travel_Rarely,Research & Development,1,2,Medical,1,4,Male,Laboratory Technician,Divorced,3816,1,No,11,5,3,5,2,0,4,18-28,Very nearby,0
28,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2,Male,Sales Executive,Single,5253,1,No,16,7,3,7,5,0,7,29-38,nearby,0
49,No,Travel_Rarely,Research & Development,7,3,Other,1,2,Male,Healthcare Representative,Single,10965,8,No,24,26,3,5,2,0,0,49-58,Very nearby,0
51,No,Travel_Rarely,Sales,14,2,Life Sciences,1,3,Female,Sales Executive,Married,4936,4,No,11,18,2,7,7,0,7,49-58,nearby,0
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4,Female,Research Scientist,Married,2543,4,No,13,6,3,2,2,2,2,29-38,Very nearby,0
34,Yes,Non-Travel,Sales,19,3,Marketing,1,1,Male,Sales Executive,Single,5304,8,Yes,13,9,2,5,2,0,4,29-38,far,1
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Female,Manager,Single,16659,2,Yes,13,30,3,5,4,1,2,49-58,Very nearby,0
24,No,Travel_Rarely,Sales,10,4,Marketing,1,4,Female,Sales Executive,Divorced,4260,1,Yes,12,5,4,5,2,0,3,18-28,nearby,0
30,No,Travel_Rarely,Sales,2,1,Technical Degree,1,3,Male,Sales Representative,Married,2476,1,No,18,1,3,1,0,0,0,29-38,Very nearby,0
26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,1,3,Male,Research Scientist,Single,3102,0,No,22,7,3,6,4,0,4,18-28,Very nearby,1
22,No,Travel_Rarely,Research & Development,11,3,Medical,1,1,Female,Research Scientist,Married,2244,1,No,13,2,3,2,1,1,2,18-28,nearby,0
36,No,Travel_Rarely,Sales,2,2,Medical,1,2,Male,Sales Executive,Married,7596,1,No,13,10,3,10,9,9,0,29-38,Very nearby,0
30,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,1,3,Male,Research Scientist,Single,2285,9,Yes,23,3,3,1,0,0,0,29-38,Very nearby,1
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,4,Female,Laboratory Technician,Divorced,3034,1,No,12,18,2,18,7,12,17,29-38,nearby,0
40,No,Travel_Rarely,Sales,2,2,Marketing,1,4,Female,Sales Executive,Divorced,5715,7,No,12,8,3,5,4,1,3,39-48,Very nearby,0
42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2,Female,Laboratory Technician,Divorced,2576,3,No,16,8,3,5,2,1,2,39-48,Very nearby,0
37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3,Male,Manufacturing Director,Single,4197,2,Yes,12,18,2,1,0,0,1,29-38,nearby,0
43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,1,Male,Research Director,Divorced,14336,1,No,11,25,3,25,10,3,9,39-48,nearby,0
40,No,Travel_Rarely,Research & Development,2,3,Medical,1,2,Female,Laboratory Technician,Married,3448,6,No,22,20,3,1,0,0,0,39-48,Very nearby,0
54,No,Travel_Rarely,Research & Development,5,2,Medical,1,1,Male,Research Director,Married,19406,4,No,11,24,2,4,2,1,2,49-58,Very nearby,0
34,No,Non-Travel,Sales,4,4,Marketing,1,3,Female,Sales Executive,Married,6538,9,No,15,6,3,3,2,1,2,29-38,Very nearby,0
31,No,Travel_Rarely,Research & Development,7,2,Medical,1,2,Female,Manufacturing Director,Married,4306,1,No,12,13,1,13,10,3,12,29-38,Very nearby,0
43,No,Travel_Frequently,Research & Development,21,3,Medical,1,4,Male,Laboratory Technician,Married,2258,7,No,20,8,3,3,2,1,2,39-48,far,0
43,No,Travel_Rarely,Research & Development,8,4,Other,1,3,Female,Healthcare Representative,Divorced,4522,4,Yes,14,8,3,5,2,0,2,39-48,Very nearby,0
25,No,Travel_Rarely,Sales,4,2,Life Sciences,1,2,Female,Sales Executive,Single,4487,1,Yes,11,5,3,5,4,1,3,18-28,Very nearby,0
37,No,Non-Travel,Research & Development,25,5,Medical,1,2,Female,Research Scientist,Married,4449,3,Yes,15,15,3,13,11,10,7,29-38,far,0
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,Male,Laboratory Technician,Married,2218,1,No,12,4,3,4,2,3,2,29-38,Very nearby,0
39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,2,Male,Manager,Divorced,19197,1,Yes,14,21,3,21,8,1,6,39-48,Very nearby,0
56,No,Travel_Frequently,Sales,6,3,Life Sciences,1,3,Female,Sales Executive,Married,13212,9,No,11,36,2,7,7,7,7,49-58,Very nearby,0
30,No,Travel_Rarely,Sales,12,3,Technical Degree,1,2,Female,Sales Executive,Single,6577,0,No,11,6,3,5,4,4,4,29-38,nearby,0
41,No,Travel_Rarely,Sales,1,3,Marketing,1,2,Male,Sales Executive,Married,8392,1,No,16,10,3,10,7,0,7,39-48,Very nearby,0
28,No,Travel_Rarely,Research & Development,17,2,Medical,1,3,Male,Laboratory Technician,Divorced,4558,1,No,12,10,3,10,0,1,8,29-38,nearby,0
25,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,1,Male,Laboratory Technician,Married,4031,5,No,13,6,3,2,2,0,2,18-28,Very nearby,1
52,No,Travel_Rarely,Research & Development,3,3,Medical,1,4,Male,Manufacturing Director,Married,7969,2,Yes,14,28,3,5,4,0,4,49-58,Very nearby,0
45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,1,Male,Research Scientist,Married,2654,3,No,21,8,2,2,2,0,2,39-48,nearby,0
52,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,4,Female,Manager,Married,16555,2,No,13,31,1,5,2,1,4,49-58,Very nearby,0
42,No,Travel_Frequently,Research & Development,29,2,Life Sciences,1,1,Female,Research Scientist,Divorced,4556,2,No,11,19,3,5,4,0,2,39-48,very far,0
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Female,Manufacturing Director,Single,6091,2,No,20,11,3,5,4,0,2,29-38,Very nearby,0
60,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1,Female,Manager,Married,19566,5,No,11,33,1,29,8,11,10,59-68,Very nearby,0
46,No,Travel_Rarely,Research & Development,18,3,Medical,1,3,Female,Manufacturing Director,Divorced,4810,2,No,14,19,2,10,7,0,8,39-48,far,0
42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,1,4,Female,Healthcare Representative,Married,4523,0,No,11,7,4,6,5,0,4,39-48,very far,0
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,1,Female,Sales Representative,Single,3202,1,Yes,16,6,3,5,3,1,4,18-28,Very nearby,1
34,Yes,Travel_Frequently,Sales,6,2,Marketing,1,4,Female,Sales Representative,Divorced,2351,0,No,16,3,2,2,2,1,0,29-38,Very nearby,1
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,4,Male,Laboratory Technician,Married,1702,1,Yes,23,1,3,1,0,0,0,39-48,Very nearby,0
40,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3,Female,Manager,Married,18041,0,No,14,21,3,20,15,1,12,39-48,Very nearby,0
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,1,Female,Research Scientist,Divorced,2886,1,No,22,3,1,3,2,0,2,18-28,far,0
30,No,Non-Travel,Research & Development,3,3,Life Sciences,1,3,Male,Laboratory Technician,Married,2097,4,No,15,9,1,5,3,1,4,29-38,Very nearby,0
29,No,Travel_Rarely,Research & Development,3,4,Medical,1,2,Male,Research Director,Married,11935,1,No,18,10,3,10,2,0,7,29-38,Very nearby,0
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,1,3,Female,Research Scientist,Married,2546,5,No,16,6,4,2,2,1,1,29-38,far,1
19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,1,Male,Human Resources,Single,2564,1,No,12,1,4,1,0,0,0,18-28,Very nearby,1
30,No,Non-Travel,Sales,22,4,Other,1,3,Female,Sales Executive,Married,8412,0,No,11,10,3,9,8,7,8,29-38,far,0
57,No,Travel_Rarely,Sales,29,3,Marketing,1,1,Male,Manager,Divorced,14118,3,No,12,32,2,1,0,0,0,49-58,very far,0
50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2,Male,Manager,Married,17046,0,No,15,28,3,27,10,15,7,49-58,very far,0
30,No,Non-Travel,Research & Development,2,3,Medical,1,3,Female,Laboratory Technician,Single,2564,0,No,14,12,2,11,7,6,7,29-38,Very nearby,0
60,No,Travel_Frequently,Sales,28,3,Marketing,1,3,Female,Sales Executive,Married,10266,4,No,19,22,4,18,13,13,11,59-68,very far,0
47,No,Travel_Rarely,Research & Development,2,2,Medical,1,1,Female,Manufacturing Director,Divorced,5070,5,No,13,20,3,5,0,0,4,39-48,Very nearby,0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1,Male,Research Director,Married,17861,6,No,13,26,1,3,2,0,1,39-48,Very nearby,0
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,4,Male,Laboratory Technician,Single,4230,0,No,15,6,3,5,4,4,3,29-38,far,0
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3,Female,Laboratory Technician,Single,3780,7,No,11,19,3,1,0,0,0,49-58,Very nearby,0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4,Male,Research Scientist,Divorced,2768,3,No,12,14,3,7,3,5,7,29-38,Very nearby,0
46,No,Travel_Rarely,Sales,10,3,Marketing,1,3,Female,Sales Executive,Married,9071,2,Yes,19,15,3,3,2,1,2,39-48,nearby,0
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,1,3,Male,Manufacturing Director,Divorced,10648,1,No,25,13,4,13,8,0,8,29-38,nearby,0
33,Yes,Travel_Rarely,Research & Development,15,1,Medical,1,2,Male,Manager,Married,13610,7,Yes,12,15,4,7,6,7,7,29-38,nearby,1
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,1,Male,Laboratory Technician,Divorced,3408,7,No,13,8,3,4,3,1,3,29-38,nearby,1
30,No,Travel_Rarely,Sales,7,1,Marketing,1,4,Male,Sales Representative,Single,2983,0,No,14,4,3,3,2,1,2,29-38,Very nearby,0
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,4,Male,Healthcare Representative,Married,7632,4,Yes,12,10,3,8,7,0,0,29-38,nearby,0
31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,1,Male,Healthcare Representative,Married,9824,3,No,12,12,3,1,0,0,0,29-38,far,1
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,1,2,Female,Human Resources,Divorced,9950,9,Yes,15,11,3,3,2,0,2,29-38,far,1
42,No,Travel_Frequently,Research & Development,5,2,Other,1,2,Male,Laboratory Technician,Married,2093,4,No,17,8,3,2,2,2,0,39-48,Very nearby,0
36,No,Non-Travel,Sales,10,4,Medical,1,2,Male,Sales Executive,Single,9980,1,No,14,10,2,10,3,9,7,29-38,nearby,0
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,1,3,Male,Laboratory Technician,Single,3894,5,No,16,4,3,2,2,1,2,18-28,Very nearby,1
48,No,Travel_Rarely,Sales,2,5,Marketing,1,2,Female,Sales Executive,Married,4051,2,No,14,14,3,9,7,6,7,49-58,Very nearby,0
55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,1,Female,Manager,Single,16835,3,No,23,37,3,10,9,7,7,49-58,far,0
41,No,Non-Travel,Sales,10,2,Life Sciences,1,4,Male,Sales Executive,Single,6230,7,No,14,16,3,14,3,1,10,39-48,nearby,0
35,No,Travel_Rarely,Sales,1,3,Marketing,1,2,Male,Sales Executive,Married,4717,9,No,11,15,3,11,9,6,9,29-38,Very nearby,0
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2,Female,Manufacturing Director,Single,13237,7,No,15,22,3,20,6,5,13,39-48,Very nearby,0
39,No,Travel_Frequently,Research & Development,8,1,Life Sciences,1,3,Female,Laboratory Technician,Married,3755,1,No,11,8,3,8,3,0,7,39-48,Very nearby,0
31,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2,Male,Sales Executive,Single,6582,4,Yes,13,10,4,6,5,0,5,29-38,Very nearby,0
42,No,Travel_Rarely,Research & Development,24,3,Medical,1,4,Male,Manufacturing Director,Married,7406,1,Yes,21,10,2,10,9,5,8,39-48,far,0
45,No,Travel_Rarely,Sales,2,3,Other,1,4,Male,Sales Executive,Married,4805,0,No,19,9,4,8,7,3,7,39-48,Very nearby,0
26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,1,2,Female,Human Resources,Divorced,2741,0,Yes,11,8,2,7,7,1,0,18-28,nearby,1
29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,4,Male,Manufacturing Director,Divorced,4262,4,No,12,8,4,3,2,1,2,29-38,far,0
33,No,Travel_Rarely,Research & Development,1,5,Medical,1,1,Female,Research Director,Divorced,16184,4,No,19,10,3,6,1,0,5,29-38,Very nearby,0
31,No,Travel_Rarely,Sales,7,3,Life Sciences,1,3,Male,Manager,Divorced,11557,9,No,21,10,2,5,4,0,1,29-38,Very nearby,0
18,Yes,Travel_Frequently,Sales,5,3,Marketing,1,2,Male,Sales Representative,Single,1878,1,Yes,14,0,3,0,0,0,0,18-28,Very nearby,1
40,No,Non-Travel,Sales,28,3,Other,1,3,Male,Sales Executive,Divorced,10932,3,No,15,20,3,1,0,0,1,39-48,very far,0
41,No,Non-Travel,Research & Development,2,4,Other,1,1,Female,Healthcare Representative,Single,6811,2,Yes,17,10,3,8,7,0,7,39-48,Very nearby,0
26,No,Travel_Rarely,Sales,29,2,Medical,1,1,Male,Sales Executive,Divorced,4306,5,No,12,8,3,0,0,0,0,18-28,very far,0
35,No,Travel_Rarely,Sales,1,3,Medical,1,1,Female,Sales Executive,Single,4859,1,No,16,5,3,5,4,0,3,29-38,Very nearby,0
34,No,Travel_Rarely,Sales,21,4,Life Sciences,1,4,Male,Sales Executive,Single,5337,1,No,12,10,3,10,7,5,7,29-38,far,0
26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,1,3,Male,Laboratory Technician,Single,2340,1,Yes,18,1,1,1,0,0,0,18-28,far,1
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,2,Female,Manufacturing Director,Single,7491,4,No,17,12,4,6,5,1,2,29-38,Very nearby,0
46,No,Travel_Frequently,Research & Development,18,1,Medical,1,1,Female,Healthcare Representative,Married,10527,5,No,11,28,2,2,2,1,2,39-48,far,0
41,No,Travel_Rarely,Sales,2,5,Life Sciences,1,2,Female,Manager,Married,16595,7,No,16,22,3,18,16,11,8,39-48,Very nearby,0
37,No,Non-Travel,Sales,9,4,Medical,1,1,Male,Sales Executive,Divorced,8834,1,No,13,9,3,9,5,7,7,29-38,nearby,0
52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,1,4,Male,Research Scientist,Divorced,5577,3,Yes,12,18,3,10,9,6,9,49-58,Very nearby,0
32,Yes,Non-Travel,Sales,11,4,Other,1,4,Male,Sales Executive,Married,4707,8,No,12,6,3,4,2,1,2,29-38,nearby,1
24,No,Travel_Frequently,Sales,24,3,Medical,1,4,Male,Sales Representative,Married,2400,0,No,13,3,3,2,2,2,1,18-28,far,0
38,No,Travel_Rarely,Research & Development,10,3,Medical,1,3,Female,Healthcare Representative,Married,9824,3,No,19,18,3,1,0,0,0,39-48,nearby,0
37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2,Female,Manufacturing Director,Married,6447,6,No,12,8,2,6,5,4,3,29-38,Very nearby,0
49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,1,4,Male,Research Director,Divorced,19502,1,Yes,17,31,3,31,9,0,9,49-58,far,0
24,No,Travel_Rarely,Research & Development,23,3,Medical,1,2,Male,Research Scientist,Married,2725,1,Yes,11,6,3,6,5,1,4,18-28,far,0
26,No,Travel_Rarely,Sales,28,2,Marketing,1,1,Male,Sales Executive,Married,6272,1,No,20,6,4,5,3,1,4,18-28,very far,0
24,No,Travel_Rarely,Research & Development,17,2,Other,1,4,Male,Laboratory Technician,Married,2127,1,No,21,1,3,1,0,0,0,18-28,nearby,0
50,No,Travel_Frequently,Human Resources,3,3,Medical,1,1,Male,Manager,Married,18200,1,No,11,32,3,32,5,10,7,49-58,Very nearby,0
25,No,Travel_Rarely,Sales,13,1,Medical,1,2,Male,Sales Representative,Married,2096,1,No,11,7,3,7,4,0,6,18-28,nearby,0
24,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,1,Female,Laboratory Technician,Married,2886,1,Yes,16,6,3,6,3,1,2,18-28,Very nearby,1
30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,1,2,Male,Sales Representative,Married,2033,1,No,18,1,4,1,0,0,0,29-38,nearby,1
34,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2,Male,Research Scientist,Married,3622,1,Yes,13,6,3,6,5,1,3,29-38,Very nearby,0
31,Yes,Travel_Rarely,Sales,13,4,Medical,1,2,Male,Sales Executive,Divorced,4233,2,No,17,9,1,3,1,1,2,29-38,nearby,1
35,No,Travel_Rarely,Research & Development,25,2,Other,1,1,Male,Laboratory Technician,Single,3681,4,No,14,9,3,3,2,0,2,29-38,far,0
31,No,Travel_Rarely,Sales,6,4,Medical,1,1,Male,Sales Executive,Divorced,5460,4,No,22,13,4,7,7,5,7,29-38,Very nearby,0
27,No,Travel_Rarely,Research & Development,6,4,Medical,1,1,Female,Research Scientist,Divorced,2187,0,No,12,6,2,5,3,0,3,18-28,Very nearby,0
37,No,Travel_Rarely,Sales,2,3,Marketing,1,4,Male,Sales Executive,Married,9602,4,Yes,11,17,2,3,0,1,0,29-38,Very nearby,0
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Female,Research Scientist,Single,2836,1,No,13,1,4,1,0,0,0,18-28,Very nearby,0
42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3,Female,Healthcare Representative,Married,4089,1,No,13,10,3,10,2,2,2,39-48,Very nearby,0
43,No,Travel_Rarely,Research & Development,6,4,Other,1,2,Male,Research Director,Divorced,16627,4,Yes,14,21,2,1,0,0,0,39-48,Very nearby,0
38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3,Female,Research Scientist,Single,2619,3,No,17,8,2,0,0,0,0,39-48,Very nearby,0
43,No,Travel_Frequently,Research & Development,9,5,Medical,1,4,Male,Laboratory Technician,Divorced,5679,3,Yes,13,10,3,8,7,4,7,39-48,nearby,0
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,4,Female,Manager,Married,15402,7,No,11,21,1,3,2,0,2,49-58,Very nearby,0
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,1,Female,Human Resources,Single,5985,4,No,11,10,4,2,2,0,2,39-48,Very nearby,0
34,No,Travel_Rarely,Sales,14,3,Technical Degree,1,3,Female,Sales Representative,Divorced,2579,1,Yes,18,8,3,8,2,0,6,29-38,nearby,0
27,Yes,Travel_Rarely,Sales,2,1,Marketing,1,3,Male,Sales Representative,Divorced,3041,0,No,11,5,3,4,3,0,2,18-28,Very nearby,1
21,No,Travel_Rarely,Sales,22,1,Technical Degree,1,3,Male,Sales Representative,Single,3447,1,No,11,3,3,3,2,1,2,18-28,far,0
44,No,Travel_Rarely,Research & Development,3,4,Other,1,4,Male,Manager,Married,19513,4,Yes,12,26,4,2,2,0,1,39-48,Very nearby,0
22,No,Travel_Rarely,Research & Development,6,1,Medical,1,1,Male,Research Scientist,Married,2773,0,No,20,3,3,2,2,2,2,18-28,Very nearby,0
33,No,Travel_Rarely,Sales,8,4,Marketing,1,3,Male,Sales Executive,Divorced,7104,0,No,12,6,3,5,0,1,2,29-38,Very nearby,0
32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1,Female,Research Scientist,Married,6322,1,Yes,12,6,2,6,4,0,5,29-38,nearby,0
30,No,Travel_Frequently,Research & Development,3,3,Medical,1,3,Female,Research Scientist,Divorced,2083,1,No,20,1,3,1,0,0,0,29-38,Very nearby,0
53,No,Travel_Rarely,Sales,1,1,Medical,1,4,Female,Sales Executive,Single,8381,7,No,20,18,4,14,7,8,10,49-58,Very nearby,0
34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,1,2,Male,Research Scientist,Married,2691,1,No,12,10,2,10,9,8,8,29-38,Very nearby,0
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,1,Female,Sales Executive,Married,4286,2,No,14,5,3,1,1,0,0,39-48,far,1
26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3,Female,Laboratory Technician,Married,2659,1,Yes,13,3,3,3,2,0,2,18-28,Very nearby,0
37,No,Travel_Rarely,Research & Development,3,3,Other,1,3,Male,Manufacturing Director,Married,9434,1,No,15,10,3,10,7,7,8,29-38,Very nearby,0
29,No,Travel_Rarely,Sales,3,2,Medical,1,2,Female,Sales Executive,Married,5561,1,No,14,6,2,6,0,1,2,29-38,Very nearby,0
35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2,Male,Research Scientist,Single,6646,1,No,13,17,3,17,11,11,8,29-38,Very nearby,0
33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,3,Male,Healthcare Representative,Divorced,7725,3,No,23,15,1,13,11,4,7,29-38,Very nearby,0
54,No,Travel_Rarely,Human Resources,19,4,Medical,1,3,Male,Human Resources,Married,10725,2,No,15,16,4,9,7,7,1,49-58,far,0
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,2,Male,Manufacturing Director,Divorced,8847,2,Yes,11,13,3,3,2,0,2,29-38,nearby,0
27,No,Travel_Rarely,Research & Development,3,4,Medical,1,1,Male,Research Scientist,Single,2045,0,No,13,5,3,4,2,1,1,18-28,Very nearby,0
20,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,4,Male,Research Scientist,Single,1009,1,Yes,11,1,3,1,0,1,1,18-28,nearby,1
33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,1,Male,Research Scientist,Single,3348,1,Yes,11,10,3,10,8,9,7,29-38,Very nearby,1
35,No,Non-Travel,Research & Development,3,3,Life Sciences,1,3,Male,Laboratory Technician,Married,1281,1,No,18,1,3,1,0,0,0,29-38,Very nearby,0
